relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 2).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ء (إِشَارَة 3).mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ا.mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ال.mp4,5.100,153,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 1).mp4,3.309,98,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 2).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/آ (إِشَارَة 3).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/أ (إِشَارَة 1).mp4,4.800,120,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/أ (إِشَارَة 2).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/إ (إِشَارَة 1).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/إ (إِشَارَة 2).mp4,5.680,142,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ب (إِشَارَة 1).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ب (إِشَارَة 2).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ة (إِشَارَة 1).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ة (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ت (إِشَارَة 1).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ت (إِشَارَة 2).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 1).mp4,4.600,115,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 2).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ج (إِشَارَة 3).mp4,5.720,143,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ح (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ح (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/خ (إِشَارَة 1).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/خ (إِشَارَة 2).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/د.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ذ.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 2).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ر (إِشَارَة 3).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 2).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ز (إِشَارَة 3).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 1).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 2).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/س (إِشَارَة 3).mp4,4.360,109,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 1).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 2).mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ش (إِشَارَة 3).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ص.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ض.mp4,5.400,135,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ط (إِشَارَة 1).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ط (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ظ.mp4,4.520,113,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ع.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/غ (إِشَارَة 1).mp4,7.240,181,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/غ (إِشَارَة 2).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ف.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ق.mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ك (إِشَارَة 1).mp4,4.720,118,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ك (إِشَارَة 2).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ل.mp4,5.120,128,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لا (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لا (إِشَارَة 2).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/لاَ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/م (إِشَارَة 1).mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/م (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 1).mp4,3.876,115,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 3).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ن (إِشَارَة 4).mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ه.mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/و (إِشَارَة 1).mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/و (إِشَارَة 3).mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ؤ.mp4,5.640,141,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ى.mp4,2.976,88,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ي (إِشَارَة 1).mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ي (إِشَارَة 2).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/يَا (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/يَا (إِشَارَة 2).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Letters/ئ.mp4,4.480,112,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/0 (إِشَارَة 1).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/0 (إِشَارَة 2).mp4,5.167,155,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1.mp4,2.080,52,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 1).mp4,5.720,143,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 2).mp4,5.333,160,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 3).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10 (إِشَارَة 4).mp4,4.233,127,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100 (إِشَارَة 1).mp4,2.440,61,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100 (إِشَارَة 2).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 2).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000 (إِشَارَة 3).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 1).mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 2).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/10000 (إِشَارَة 3).mp4,5.760,144,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 2).mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/100000 (إِشَارَة 3).mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 1).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 2).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/1000000 (إِشَارَة 3).mp4,4.233,127,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 1).mp4,1.960,49,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 2).mp4,4.667,140,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 3).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 4).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/11 (إِشَارَة 5).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 1).mp4,2.000,50,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 2).mp4,4.767,143,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 3).mp4,4.167,125,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 4).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/12 (إِشَارَة 5).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/13 (إِشَارَة 1).mp4,1.840,46,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/13 (إِشَارَة 2).mp4,4.933,148,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/13 (إِشَارَة 3).mp4,4.867,146,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/13 (إِشَارَة 4).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/14 (إِشَارَة 1).mp4,2.080,52,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/14 (إِشَارَة 2).mp4,5.067,152,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/14 (إِشَارَة 3).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/14 (إِشَارَة 4).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/14 (إِشَارَة 5).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/15 (إِشَارَة 1).mp4,4.167,125,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/15 (إِشَارَة 2).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/15 (إِشَارَة 3).mp4,4.600,138,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/15 (إِشَارَة 4).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/15 (إِشَارَة 5).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 1).mp4,4.600,138,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 2).mp4,4.833,145,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 3).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 4).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 5).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/16 (إِشَارَة 6).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 1).mp4,5.360,134,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 2).mp4,4.833,145,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 3).mp4,4.500,135,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 4).mp4,3.680,92,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 5).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/17 (إِشَارَة 6).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 1).mp4,5.100,153,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 2).mp4,4.067,122,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 3).mp4,5.433,163,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 4).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 5).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/18 (إِشَارَة 6).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 1).mp4,4.200,126,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 2).mp4,5.000,150,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 3).mp4,5.700,171,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 4).mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 5).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/19 (إِشَارَة 6).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/2.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/20 (إِشَارَة 1).mp4,5.600,140,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/20 (إِشَارَة 2).mp4,4.633,139,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/21 (إِشَارَة 1).mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/21 (إِشَارَة 3).mp4,4.720,118,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/22 (إِشَارَة 1).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/22 (إِشَارَة 2).mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/23 (إِشَارَة 1).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/23 (إِشَارَة 2).mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/24 (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/24 (إِشَارَة 2).mp4,5.120,128,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/25 (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/25 (إِشَارَة 2).mp4,5.200,130,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/26 (إِشَارَة 1).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/26 (إِشَارَة 2).mp4,5.480,137,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/27 (إِشَارَة 1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/27 (إِشَارَة 2).mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/28 (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/28 (إِشَارَة 2).mp4,5.240,131,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/29 (إِشَارَة 1).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/29 (إِشَارَة 2).mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/3 (إِشَارَة 1).mp4,2.080,52,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/3 (إِشَارَة 2).mp4,4.400,132,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/30 (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/30 (إِشَارَة 2).mp4,2.967,89,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/31 (إِشَارَة 1).mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/31 (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/32 (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/32 (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/33 (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/33 (إِشَارَة 2).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/34 (إِشَارَة 1).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/34 (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/35 (إِشَارَة 1).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/35 (إِشَارَة 2).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/36 (إِشَارَة 1).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/36 (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/37 (إِشَارَة 1).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/37 (إِشَارَة 2).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/38 (إِشَارَة 1).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/38 (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/39 (إِشَارَة 1).mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/39 (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/4.mp4,6.400,160,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/40 (إِشَارَة 1).mp4,3.767,113,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/40 (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/5.mp4,4.960,124,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/50 (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/50 (إِشَارَة 2).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/6 (إِشَارَة 1).mp4,1.880,47,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/6 (إِشَارَة 2).mp4,3.067,92,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/60 (إِشَارَة 1).mp4,4.100,123,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/7 (إِشَارَة 1).mp4,2.240,56,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/7 (إِشَارَة 2).mp4,4.100,123,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/70 (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/8 (إِشَارَة 1).mp4,2.320,58,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/8 (إِشَارَة 2).mp4,4.033,121,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/80 (إِشَارَة 1).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/9 (إِشَارَة 1).mp4,2.040,51,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/9 (إِشَارَة 2).mp4,4.967,149,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Numbers/90 (إِشَارَة 1).mp4,4.800,144,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنَا.mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتَ (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتَ (إِشَارَة 2).mp4,6.400,160,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتُمَا (إِشَارَة 1).mp4,2.800,70,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتُمْ (إِشَارَة 1).mp4,5.000,150,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتُمْ (إِشَارَة 2).mp4,2.520,63,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتُمْ (إِشَارَة 3).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/أَنْتِ.mp4,2.240,56,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/نَحْنُ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Pronouns/هُمْ (إِشَارَة 1).mp4,4.280,107,25.000
